,target_col,fold,task_name,num_epochs,patience,batch_size,inner_atom_dim,conv_depth,sup_dropout_rate,use_ssl,unsup_dropout_rate,w,edge_dropout_rate,num_extra_data,rampup_length,lr_init,lr_base,lr_exp_multiplier,file_name,output_file,auc_file,auc_file_per_epoch,param_optim_file,train_auc,val_auc,test_auc
13,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.5,1.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6709,0.6471,0.7105
14,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.5,1.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.7028,0.6666,0.7134
15,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.5,1000.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.5563,0.513,0.6072
16,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.5,1000.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.5225,0.5019,0.4925
17,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.5,1000.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.5293,0.5832,0.5527
18,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,0.01,0.1,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.684,0.6503,0.699
19,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,0.01,0.5,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6975,0.6664,0.7325
20,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,0.01,0.9,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6655,0.6425,0.6961
21,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6445,0.6337,0.6876
22,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6556,0.6488,0.6919
23,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.6586,0.6457,0.6899
24,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1000.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.527,0.586,0.5518
25,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1000.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.4888,0.6148,0.5343
26,0,1,unsupervised1-1,100,50,64,128,2,0.2,1,0.9,1000.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised1,results/unsupervised1.output,results/auc_file_unsupervised1.csv,results/test_auc_per_epoch_unsupervised1.csv,results/param_optim_unsupervised1.csv,0.5388,0.6399,0.6081
